domain,yin_name,yin_state,yin_website,yin_twitter,yin_youtube,yin_facebook,yin_owner,yin_medium,yin_source,yin_collection_date,yin_is_news
westbendnews.net,West Bend News,OH,http://www.westbendnews.net,,,https://www.facebook.com/westbendnewspaper,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
archboldbuckeye.com,Archbold Buckeye,OH,http://www.archboldbuckeye.com,,,https://www.facebook.com/pages/Archbold-Buckeye/362386777163058,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
times-gazette.com,Times Gazette,OH,http://www.times-gazette.com,timesgazette,http://www.youtube.com/user/AshlandTimesGazette,https://www.facebook.com/timesgazette,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
starbeacon.com,Ashtabula Star Beacon,OH,http://www.starbeacon.com,thestarbeacon,https://www.youtube.com/user/StarBeacon4626,https://www.facebook.com/starbeacon4626,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
athensmessenger.com,Athens Messenger,OH,http://www.athensmessenger.com,athensmessenger,http://www.youtube.com/user/AthensMessenger,https://www.facebook.com/athensmessenger,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
athensnews.com,Athens News,OH,http://www.athensnews.com,theathensnews,http://www.youtube.com/user/TheAthensNEWS,https://www.facebook.com/TheAthensNEWS,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
auroraadvocate.com,Aurora Advocate,OH,http://www.auroraadvocate.com,AuroraAdvocate,http://www.youtube.com/user/AuroraAdvocate,https://www.facebook.com/AuroraAdvocate,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
barbertonherald.com,Barberton Herald,OH,http://www.barbertonherald.com,BarbertonHerald,http://www.youtube.com/user/BarbertonHerald,https://www.facebook.com/barbertonherald,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
clermontsun.com,Clermont Sun,OH,http://clermontsun.com,ClermontSun,https://www.youtube.com/user/theclermontsun,https://www.facebook.com/clermontsun,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
beavercreeknewscurrent.com,News Current,OH,http://beavercreeknewscurrent.com,_beavercreeknc,,https://www.facebook.com/beavercreeknewscurrent,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
examiner.org,Bellefontaine Examiner,OH,http://www.examiner.org,BftExaminer,http://www.youtube.com/user/BellefExaminer,https://www.facebook.com/pages/Bellefontaine-Examiner/202711736425953,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
sent-trib.com,Sentinel Tribune,OH,http://www.sent-trib.com,sentineltribune,http://www.youtube.com/user/SentinelTribuneVideo,https://www.facebook.com/pages/Sentinel-Tribune/286310076720,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
bryantimes.com,Bryan Times,OH,http://www.bryantimes.com,bryantimes,http://www.youtube.com/user/bryantimes,https://www.facebook.com/bryantimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
buckeyelakebeacon.net,Buckeye Lake Beacon,OH,http://www.buckeyelakebeacon.net,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
bucyrustelegraphforum.com,Telegraph Forum,OH,http://www.bucyrustelegraphforum.com,bucyrustf,,https://www.facebook.com/BucyrusTelegraphForum,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
harrisonnewsherald.com,Harrison News Herald,OH,http://www.harrisonnewsherald.com,,http://www.youtube.com/user/HarrisonNewsHerald,https://www.facebook.com/pages/Harrison-News-Herald/195105017177044,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
daily-jeff.com,Daily Jeffersonian,OH,http://www.daily-jeff.com,dailyjeff,http://www.youtube.com/DailyJeffersonian,https://www.facebook.com/daily.jeffersonian,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
cantonrep.com,Canton Repository,OH,http://www.cantonrep.com,cantonrepdotcom,http://www.youtube.com/user/cantonrep,https://www.facebook.com/CantonRep,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
theprogressortimes.com,Progressor Times,OH,http://www.theprogressortimes.com,,,https://www.facebook.com/pages/The-Progressor-Times/337812051559,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
freepressstandard.com,Free Press Standard,OH,http://freepressstandard.com,fpstandard,http://www.youtube.com/user/fpstandard,https://www.facebook.com/pages/The-Free-Press-Standard/69670310725,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
dailystandard.com,Daily Standard,OH,http://www.dailystandard.com,,,https://www.facebook.com/CelinaDailyStandard,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
chagrinvalleytoday.com,Chagrin Valley Times,OH,http://www.chagrinvalleytoday.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
chillicothegazette.com,Chillicothe Gazette,OH,http://www.chillicothegazette.com,ChilliGaz,,https://www.facebook.com/ChillicotheGazette,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
callandpost.com,Cincinnati Call and Post ,OH,https://www.callandpost.com,call_post,http://www.youtube.com/user/CallandPost,https://www.facebook.com/CallandPost,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
citybeat.com,Cincinnati City Beat,OH,http://www.citybeat.com,CityBeatCincy,,https://www.facebook.com/CincinnatiCityBeat,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
cincinnati.com,Cincinnati Enquirer,OH,http://www.cincinnati.com,Enquirer,http://www.youtube.com/user/EnquirerMedia,https://www.facebook.com/Enquirer,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thecincinnatiherald.com,Cincinnati Herald,OH,https://www.thecincinnatiherald.com,CinciHerald,https://www.youtube.com/channel/UCX2ObQGt6UgUTIRCeM6HhUg,https://www.facebook.com/pages/The-Cincinnati-Herald/276096779079865,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
circlevilleherald.com,Circleville Herald,OH,http://www.circlevilleherald.com,CirclevilleNews,http://www.youtube.com/user/CirclevilleHerald,https://www.facebook.com/circlevilleherald,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
clevescene.com,Cleveland Scene,OH,http://www.clevescene.com,ClevelandScene,,https://www.facebook.com/ClevelandScene,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
crainscleveland.com,Crain's Cleveland Business,OH,http://www.crainscleveland.com,CrainsCleveland,https://www.youtube.com/channel/UCgAAaoK308_UhNONRfZmHfA,https://www.facebook.com/CrainsCleveland,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
dln.com,Daily Legal News,OH,https://www.dln.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
cleveland.com,Plain Dealer,OH,http://www.cleveland.com/plaindealer,clevelanddotcom,http://www.youtube.com/user/clevelandplaindealer,https://www.facebook.com/clevelandcom,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
heightsobserver.org,Heights Observer,OH,http://heightsobserver.org,heightsobserver,,https://www.facebook.com/futureheights,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
columbusalive.com,Columbus Alive,OH,http://www.columbusalive.com,ColumbusAlive,http://www.youtube.com/user/ColumbusAlive,https://www.facebook.com/columbusalive,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
dispatch.com,Columbus Dispatch,OH,http://www.dispatch.com,dispatchalerts,http://www.youtube.com/user/TheColumbusDispatch,https://www.facebook.com/columbusdispatch,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
columbuspost.com,Columbus Post,OH,http://columbuspost.com,columbuspost,,https://www.facebook.com/columbuspost,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thedailyreporteronline.com,Daily Reporter,OH,http://www.thedailyreporteronline.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thisweeknews.com,This Week ,OH,http://www.thisweeknews.com,thisweeknews,http://www.youtube.com/user/ThisWeekNewspapers,https://www.facebook.com/ThisWeekNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thecortlandnews.com,Cortland News,OH,http://thecortlandnews.com,,,https://www.facebook.com/pages/Cortland-News-The-Good-News-Newspaper/199874685405,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
coshoctontribune.com,Coshocton Tribune,OH,http://www.coshoctontribune.com,coshtribune,,https://www.facebook.com/CoshoctonTribune,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
daytondailynews.com,Dayton Daily News,OH,http://www.daytondailynews.com,daytondailynews,,https://www.facebook.com/daytondailynews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
skywrighter.com,Wright-Patterson Skywrighter ,OH,http://www.skywrighter.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
crescent-news.com,Crescent-News,OH,http://www.crescent-news.com,crescentnews,http://www.youtube.com/user/CrescentNewsCom,https://www.facebook.com/crescentnews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
delgazette.com,Delaware Gazette,OH,http://delgazette.com,delgazette,http://www.youtube.com/user/delawaregazette,https://www.facebook.com/delawaregazette,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
delphosherald.com,Daily Herald,OH,http://www.delphosherald.com,delphosherald,,https://www.facebook.com/pages/The-Delphos-Herald/185052741540410,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
reviewonline.com,Review,OH,http://www.reviewonline.com,TheReviewOnline,,https://www.facebook.com/EastLiverpoolReview,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
registerherald.com,Register-Herald,OH,http://registerherald.com,theeatonrh,,https://www.facebook.com/TheRegisterHerald,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
chroniclet.com,Chronicle-Telegram,OH,http://www.chroniclet.com,YourChronicle,http://www.youtube.com/user/chroniclet,https://www.facebook.com/ChronicleTelegram,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
englewoodindependent.com,Englewood Independent,OH,http://englewoodindependent.com,Englewood_Ind,,https://www.facebook.com/EnglewoodIndependent,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
fairborndailyherald.com,Fairborn Daily Herald,OH,http://fairborndailyherald.com,fairbornherald,,https://www.facebook.com/FairbornDailyHerald,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thecourier.com,Courier,OH,http://thecourier.com,FindlayCourier,http://www.youtube.com/user/findlaypublishing,https://www.facebook.com/pages/The-Courier/256312172678,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
reviewtimes.com,Review Times,OH,http://reviewtimes.com,Fostoria_RT,http://www.youtube.com/channel/UCA4yd_2jZUzoQIjAnuhTP8A,https://www.facebook.com/pages/Fostoria-Review-Times/342669131635,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thenews-messenger.com,News-Messenger,OH,http://www.thenews-messenger.com,fremontNM,,https://www.facebook.com/TheNewsMessenger,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
galioninquirer.com,Galion Inquirer,OH,http://galioninquirer.com,GalionNews,https://www.youtube.com/channel/UCE5S4xTW-Dcg0kqFw9-aURw,https://www.facebook.com/GalionInquirer/,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
mydailytribune.com,Gallipolis Daily Tribune,OH,http://mydailytribune.com,gd_trib,https://www.youtube.com/user/OVPNews/feed,https://www.facebook.com/gallipolisdailytribune,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
newsdemocrat.com,News Democrat,OH,http://www.newsdemocrat.com,thenewsdemocrat,,https://www.facebook.com/thenewsdemocrat,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
newarkadvocate.com,Granville Sentinel,OH,http://www.newarkadvocate.com/news/granville-sentinel,GranvilleSent,,https://www.facebook.com/granvillesentinel,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
dailyadvocate.com,Daily Advocate,OH,http://dailyadvocate.com,advocate360,,https://www.facebook.com/advocate360,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
journal-news.com,Journal-News,OH,http://www.journal-news.com,journalnews,,https://www.facebook.com/journalnews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
hicksvillenewstribune.com,News-Tribune,OH,http://www.hicksvillenewstribune.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
timesgazette.com,Times-Gazette,OH,http://timesgazette.com,TheTimesGazette,http://www.youtube.com/user/TheTimesGazette,https://www.facebook.com/TheTimesGazette,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thereviewnewspapers.com,Review Newspapers,OH,http://thereviewnewspapers.com,,,https://www.facebook.com/pages/The-Review-Newspapers/264630490242876,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
hhcourier.com,Huber Heights Courier,OH,http://hhcourier.com,hh_courier,,https://www.facebook.com/HuberHeightsCourier,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
irontontribune.com,Ironton Tribune,OH,http://www.irontontribune.com,IrontonTribune,http://www.youtube.com/user/irontontribune,https://www.facebook.com/irontontribune,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
