domain,yin_name,yin_state,yin_website,yin_twitter,yin_youtube,yin_facebook,yin_owner,yin_medium,yin_source,yin_collection_date,yin_is_news
southeastsun.com,Daleville Sun-Courier,AL,http://www.southeastsun.com/daleville,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
decaturdaily.com,Decatur Daily,AL,http://www.decaturdaily.com,decaturdaily,http://www.youtube.com/user/DecaturDailyDemocrat,https://www.facebook.com/decaturdaily,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
demopolistimes.com,Demopolis Times,AL,http://www.demopolistimes.com,demopolistimes,,https://www.facebook.com/pages/The-Demopolis-Times/48146854758,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
dothaneagle.com,Dothan Eagle,AL,http://www.dothaneagle.com,dothaneagle,http://www.youtube.com/user/dothaneagle,https://www.facebook.com/dothaneagle,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
elba-clipper.com,Elba Clipper,AL,http://www.elba-clipper.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
mytrpaper.com,Times-Record,AL,http://www.mytrpaper.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
courierjournal.net,Courier Journal,AL,http://www.courierjournal.net,,,https://www.facebook.com/florencecourierjournal,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
timesdaily.com,Times Daily,AL,http://www.timesdaily.com,TimesDaily,,https://www.facebook.com/timesdaily,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
lowndessignal.com,Lowndes Signal,AL,http://www.lowndessignal.com,lowndes_signal,,https://www.facebook.com/LowndesSignal,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
times-journal.com,Times-Journal,AL,http://times-journal.com,fptimesjournal,,https://www.facebook.com/timesjournal,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
gadsdenmessenger.com,Gadsden Messenger,AL,http://gadsdenmessenger.com,gad_messenger,,https://www.facebook.com/TheMessengerGadsden,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
gadsdentimes.com,Gadsden Times,AL,http://www.gadsdentimes.com,gadsdentimes,http://www.youtube.com/user/GadsdenTimes,https://www.facebook.com/GadsdenTimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
njeffersonnews.com,North Jefferson News,AL,http://www.njeffersonnews.com,NorthJeffNews,https://www.youtube.com/channel/UCFEeqoeuHzLzXi380gtIqhg,https://www.facebook.com/NorthJeffersonNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
oppnewsonline.com,Geneva County Reaper,AL,http://www.oppnewsonline.com/23136/1964/geneva-county-reaperpdf,,,https://www.facebook.com/pages/Geneva-County-Reaper/133754646654708,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
choctawsun.org,Choctaw Sun,AL,http://www.choctawsun.org,,https://www.youtube.com/channel/UCV40upHYovteOs4uAUH9LjQ,https://www.facebook.com/choctawsun,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
greenvilleadvocate.com,Greenville Advocate,AL,http://www.greenvilleadvocate.com,GvilleAdvocate,,https://www.facebook.com/GreenvilleAdvocate,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
clarkecountydemocrat.com,Clarke County Democrat,AL,http://www.clarkecountydemocrat.com,CCDemocrat,,https://www.facebook.com/pages/Clarke-County-Democrat/282374158462974,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
advertisergleam.com,Advertiser-Gleam,AL,http://www.advertisergleam.com,,,https://www.facebook.com/advertisergleam,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
mynwapaper.com,Northwest Alabamian,AL,http://www.mynwapaper.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
hartselleenquirer.com,Hartselle Enquirer,AL,http://www.hartselleenquirer.com,hartselleenq,,https://www.facebook.com/pages/Hartselle-Enquirer/55079151637,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
speakinoutweeklynews.com,Speakin' Out News,AL,http://www.speakinoutweeklynews.com,,,https://www.facebook.com/speakinoutnews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
valleyplanet.com,Valley Planet,AL,http://www.valleyplanet.com,valleyplanet,,https://www.facebook.com/pages/Valley-Planet/29498957774,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
southalabamian.com,South Alabamian,AL,http://www.southalabamian.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
mountaineagle.com,Daily Mountain Eagle,AL,http://www.mountaineagle.com,DailyMtnEagle,,https://www.facebook.com/mountaineagle,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thelafayettesun.com,LaFayette Sun,AL,http://www.thelafayettesun.com,lsunnews,,https://www.facebook.com/pages/The-LaFayette-Sun-Newspaper/116010268416021,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
valleytimes-news.com,Valley Times-News,AL,http://www.valleytimes-news.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
recordjournal.net,Sumter Co. Record-Journal,AL,http://www.recordjournal.net,,https://www.youtube.com/user/screcordjournal,https://www.facebook.com/recordjournalnewspaper,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
madisoncountyrecord.com,Madison Record,AL,http://www.madisoncountyrecord.com,madisonrecord,,https://www.facebook.com/pages/The-Madison-Record/111490242234428,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
lagniappemobile.com,Lagniappe,AL,http://www.lagniappemobile.com,LagniappeMobile,http://www.youtube.com/user/lagniappe72402,https://www.facebook.com/lagniappemobile,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
monroejournal.com,Monroe Journal,AL,http://www.monroejournal.com,monroe360,,https://www.facebook.com/pages/Monroe-JournalMonroe360com/69530007402,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
montgomeryadvertiser.com,Montgomery Advertiser,AL,http://www.montgomeryadvertiser.com,mgmadvertiser,,https://www.facebook.com/montgomeryadvertiser,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
moultonadvertiser.com,Moulton Advertiser,AL,http://www.moultonadvertiser.com,MoultonAdv,,https://www.facebook.com/moultonadvertiser,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
blountcountian.com,Blount Countian,AL,http://www.blountcountian.com,,,https://www.facebook.com/pages/The-Blount-Countian/131695643542580,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
oanow.com,Opelika-Auburn News,AL,http://www.oanow.com,oanow,https://www.youtube.com/channel/UCm8BFuyDeGQ7Mi80hNKe7ZA,https://www.facebook.com/oanow,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
newsaegis.com,St. Clair News-Aegis,AL,http://www.newsaegis.com,SCNewsAegis,,https://www.facebook.com/pages/St-Clair-News-Aegis/289445752292,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
therandolphleader.com,Randolph Leader,AL,http://www.therandolphleader.com,randolphleader,http://www.youtube.com/user/therandolphleader,https://www.facebook.com/therandolphleader,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
franklincountytimes.com,Franklin County Times,AL,http://www.franklincountytimes.com,franklincotimes,,https://www.facebook.com/pages/The-Franklin-County-Times/88679907892,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thedailysentinel.com,Daily Sentinel,AL,http://thedailysentinel.com,dailysentineljc,,https://www.facebook.com/pages/The-Daily-Sentinel/189413290563,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
theclarion.org,Scottsboro Clarion,AL,http://www.theclarion.org,theclarionpaper,,https://www.facebook.com/theclarionnewspaper,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
selmatimesjournal.com,Selma Times-Journal,AL,http://www.selmatimesjournal.com,SelmaTimes,,https://www.facebook.com/SelmaTimesJournal,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
lamarleader.com,Lamar Leader,AL,http://www.lamarleader.com,,,https://www.facebook.com/lamar.leader,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
tallasseetribune.com,Tallassee Tribune,AL,http://tallasseetribune.com,TallasseeTrib,,https://www.facebook.com/pages/The-Tallassee-Tribune/247004912816,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thethomasvilletimes.com,Thomasville Times,AL,http://www.thethomasvilletimes.com,tvilletimes,http://www.youtube.com/user/tvilletimes,https://www.facebook.com/thomasvilletimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
troymessenger.com,Troy Messenger,AL,http://www.troymessenger.com,troymessenger,http://www.youtube.com/user/troymessenger,https://www.facebook.com/pages/Troy-Messenger/49304321607,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thetrussvillenews.com,Trussville News,AL,http://www.thetrussvillenews.com,,,https://www.facebook.com/pages/The-Trussville-News/133375750041404,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
tuscaloosanews.com,Tuscaloosa News,AL,http://www.tuscaloosanews.com,tuscaloosanews,http://www.youtube.com/user/Tuscaloosa,https://www.facebook.com/tuscnews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thetuskegeenews.com,Tuskegee News,AL,http://www.thetuskegeenews.com,tuskegeenews,,https://www.facebook.com/pages/The-Tuskegee-News/288542497462,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thewetumpkaherald.com,Wetumpka Herald ,AL,http://thewetumpkaherald.com,WetumpkaHerald,http://www.youtube.com/user/wetumpkaherald,https://www.facebook.com/pages/The-Wetumpka-Herald/363087648683,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
alabama.travel,Bureau of Tourism & Travel,AL,http://alabama.travel,TweetHomeAla,http://www.youtube.com/user/Alabamatourism,https://www.facebook.com/AlabamaTravel,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
jsu.edu,The Chanticleer,AL,http://www.jsu.edu/chanticleer,JSUNews,http://www.youtube.com/JacksonvilleStateU,https://www.facebook.com/JacksonvilleStateUniversity,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
issuu.com,SpringHillian,AL,http://issuu.com/thespringhillian,,,,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
tropnews.com,Tropolitan,AL,http://tropnews.com,Tropolitan,http://www.youtube.com/user/TheTropolitan,https://www.facebook.com/Tropolitan,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
uab.edu,Kaleidoscope,AL,http://studentmedia.uab.edu,UABkscope,,https://www.facebook.com/uabkscope,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
ua.edu,Crimson White,AL,http://cw.ua.edu,TheCrimsonWhite,http://www.youtube.com/user/UACrimsonWhite,https://www.facebook.com/TheCrimsonWhite,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
florala.net,The Flor-Ala,AL,http://www.florala.net,UNAFlorAla,,https://www.facebook.com/pages/The-Flor-Ala/137911642917581,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thevanguardonline.com,The Vanguard,AL,http://thevanguardonline.com,TheVanguardUSA,,https://www.facebook.com/TheVanguardUSA,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thesouthernstandard.com,Standard,AR,http://thesouthernstandard.com,,,https://www.facebook.com/pages/The-Standard/132543323449071,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
siftingsherald.com,Daily Siftings Herald,AR,http://www.siftingsherald.com,SiftingsHerald,https://www.youtube.com/user/DailySiftingsHerald,https://www.facebook.com/siftingsherald,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
atkinschronicle.com,Atkins Chronicle,AR,http://www.atkinschronicle.com,,,https://www.facebook.com/pages/Atkins-Chronicle/246151175403655,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
arkansasweekly.com,Arkansas Weekly,AR,http://www.arkansasweekly.com,arkansasweekly,,https://www.facebook.com/pages/Arkansas-Weekly/381006746592,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
guardonline.com,Batesville Guard,AR,http://guardonline.com,guardonline,http://www.youtube.com/user/GuardOnline,https://www.facebook.com/guardonline,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
beebenews.com,Beebe News,AR,http://beebenews.com,,,https://www.facebook.com/BeebeNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
nwaonline.com,Weekly Vista,AR,http://bvwv.nwaonline.com,nwademgaz,,https://www.facebook.com/pages/The-Weekly-Vista/179367945603816,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
bentoncourier.com,Saline Courier,AR,http://www.bentoncourier.com,SalineCourier,https://www.youtube.com/channel/UCm-xb5mPwS2KsTOy8dM1btQ,https://www.facebook.com/pages/Saline-Courier/102033473236661,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
carrollconews.com,Carroll County Newspapers,AR,http://www.carrollconews.com,,,https://www.facebook.com/carrollcountynews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
blythevillecourier.com,Courier News,AR,http://www.blythevillecourier.com,,,https://www.facebook.com/pages/Blytheville-Courier-News/79092810339,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
boonevilledemocrat.com,Booneville Democrat,AR,http://boonevilledemocrat.com,BoonevilleDemo,,https://www.facebook.com/pages/Booneville-Democrat/181853741828453,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
argussunonline.com,Central Delta Argus Sun,AR,http://argussunonline.com,,,https://www.facebook.com/pages/Central-Delta-Argus-Sun/108283809210276,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
bryantdaily.com,Bryant Daily,AR,http://www.bryantdaily.com,BryantDaily,,https://www.facebook.com/bryantdaily,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
lonokenews.net,Cabot Star-Herald,AR,http://lonokenews.net/cabot-star-herald,cabotstarherald,http://www.youtube.com/user/PulaskiNews,https://www.facebook.com/cabotstarherald,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
whiterivercurrent.com,White River Current,AR,http://www.whiterivercurrent.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
camdenarknews.com,Camden News,AR,http://www.camdenarknews.com,CamdenArkNews,,https://www.facebook.com/CamdenNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
charlestonexpress.com,Charleston Express,AR,http://charlestonexpress.com,,,https://www.facebook.com/pages/Charleston-Express/105935299472731,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
areawidenews.com,Area Wide News,AR,http://www.areawidenews.com,,,https://www.facebook.com/pages/Areawide-Media/233433420012182,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thegraphic.org,Johnson County Graphic,AR,http://www.thegraphic.org,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
vanburencountydem.com,Van Buren County Democrat,AR,http://www.vanburencountydem.com,VBCDemocrat,,https://www.facebook.com/pages/Van-Buren-County-Democrat/326134284087056,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thecabin.net,Log Cabin Democrat,AR,http://thecabin.net,lcdonline,http://www.youtube.com/user/LCDOnline,https://www.facebook.com/LogCabinDemocrat,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
ashleynewsobserver.com,Ashley News Observer,AR,http://www.ashleynewsobserver.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
dequeenbee.com,De Queen Bee,AR,http://dequeenbee.com,,,https://www.facebook.com/pages/De-Queen-Bee-Company/263235022698,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
dewitt-ee.com,DeWitt Era-Enterprise,AR,http://dewitt-ee.com,,,https://www.facebook.com/pages/DeWitt-Era-Enterprise/255231564489429,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
eldoradonews.com,El Dorado News-Times,AR,http://www.eldoradonews.com,el_newstimes,https://www.youtube.com/channel/UCBQ6ycNYdtsb-f3PbETNcBQ,https://www.facebook.com/ElDoradoNewsTimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
eurekaspringsindependent.com,Eureka Springs Independent,AR,http://eurekaspringsindependent.com,,,https://www.facebook.com/EurekaSpringsIndependent,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
lovelycitizen.com,Lovely County Citizen,AR,http://www.lovelycitizen.com,,,https://www.facebook.com/lovelycountycitizen,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
fairfieldbaynews.com,Fairfield Bay News,AR,http://fairfieldbaynews.com,,,https://www.facebook.com/fairfieldbaynews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
freeweekly.com,Fayetteville Free Weekly,AR,http://www.freeweekly.com,freekly,http://www.youtube.com/user/thefreeweekly,https://www.facebook.com/freekly,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
flippinonline.com,Mountaineer Echo,AR,http://www.flippinonline.com,,,https://www.facebook.com/mountaineer.echo,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thnews.com,Times-Herald,AR,http://www.thnews.com,,,https://www.facebook.com/pages/Forrest-City-Times-Herald/267673259926099,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
swtimes.com,Times-Record,AR,http://swtimes.com,timesrecord,http://www.youtube.com/user/timesrecord,https://www.facebook.com/SWTimesRecord,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
eagleobserver.com,Westside Eagle Observer,AR,http://www.eagleobserver.com,,,https://www.facebook.com/WestsideEagleObserver,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
greenwooddemocrat.com,Greenwood Democrat,AR,http://greenwooddemocrat.com,,,https://www.facebook.com/pages/Greenwood-Democrat/168595086484905,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thegurdontimes.com,Gurdon Times,AR,http://www.thegurdontimes.com,,,https://www.facebook.com/gurdontimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
picayune-times.com,Nevada County Picayune,AR,http://www.picayune-times.com,,,https://www.facebook.com/pages/Picayune-Times/124281300975802,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
ashleycountyledger.com,Ashley County Ledger,AR,http://www.ashleycountyledger.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
harrisondaily.com,Harrison Daily Times,AR,http://harrisondaily.com,harrisondaily,http://www.youtube.com/user/HarrisonDailyTimes,https://www.facebook.com/harrisondailytimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
herald-publishing.com,Grand Prairie Herald,AR,http://www.herald-publishing.com,,,https://www.facebook.com/heraldpublishingco,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thesuntimes.com,Sun-Times,AR,http://www.thesuntimes.com,hebersuntimes,http://www.youtube.com/user/hebersuntimes,https://www.facebook.com/thesuntimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
helena-arkansas.com,Daily World,AR,http://www.helena-arkansas.com,HelenaDaily,,https://www.facebook.com/thehelenaworld,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
amigonews.com,Amigo Newspaper,AR,http://www.amigonews.com,,https://www.youtube.com/user/Amigonewspaper,https://www.facebook.com/ClubEnlaceAmigo,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
hopestar.com,Hope Star,AR,http://www.hopestar.com,,,https://www.facebook.com/pages/Hope-Star/157710260944357,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
pacesettingtimesonline.com,Pacesetting Times,AR,http://pacesettingtimesonline.com,,,https://www.facebook.com/pages/Pacesetting-Times/218213778195630,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
hotsr.com,Sentinel-Record,AR,http://www.hotsr.com,TheSenRec,,https://www.facebook.com/TheSentinelRecord,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
hsvvoice.com,Village Voice,AR,http://www.hsvvoice.com,,,https://www.facebook.com/HSVillageVoice,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
mcrecordonline.com,Madison County Record,AR,http://www.mcrecordonline.com,MadCoRecord,http://www.youtube.com/user/MadisonCountyRecord,https://www.facebook.com/pages/The-Madison-County-Record/63238030708,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
pulaskinews.net,Jacksonville Patriot,AR,http://pulaskinews.net/jacksonville-patriot,JaxPatriot,http://www.youtube.com/user/PulaskiNews,https://www.facebook.com/pages/Jacksonville-Patriot/182522228515623,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
arkansasleader.com,Leader,AR,http://www.arkansasleader.com,,,https://www.facebook.com/arkansasleader,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
newtoncountytimes.com,Newton County Times,AR,http://newtoncountytimes.com,NewtonCoTimes,,https://www.facebook.com/NewtonCountyTimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
jonesborosun.com,Jonesboro Sun,AR,http://www.jonesborosun.com,TheSunJonesboro,,https://www.facebook.com/jonesborosun,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
arkansasbusiness.com,Arkansas Business,AR,http://www.arkansasbusiness.com,arkbusiness,http://www.youtube.com/user/ArkansasBusiness,https://www.facebook.com/ArkansasBusiness,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
arkansasonline.com,Arkansas Democrat-Gazette,AR,http://www.arkansasonline.com,arkansasonline,http://www.youtube.com/user/arkansasonline,https://www.facebook.com/arkansasonline,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
arktimes.com,Arkansas Times,AR,http://www.arktimes.com,arkansasblog,https://www.youtube.com/channel/UCeLoup1A6odH6fp_4pj1sCQ,https://www.facebook.com/arkansastimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
dailyrecord.us,Daily Record,AR,http://www.dailyrecord.us,Dailyrecord_AR,,https://www.facebook.com/pages/The-Daily-Record/283224786646,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
ellatinoarkansas.com,El Latino Arkansas,AR,http://www.ellatinoarkansas.com,,,https://www.facebook.com/ellatinoarkansas,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
hola-arkansas.com,Hola! Arkansas,AR,http://hola-arkansas.com,holaarkansas,,https://www.facebook.com/HolaArkansas,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
magnoliabannernews.com,Banner-News,AR,http://www.magnoliabannernews.com,,,https://www.facebook.com/BannerNewsMagnolia,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
magnoliareporter.com,Magnolia Reporter,AR,http://www.magnoliareporter.com,,https://www.youtube.com/channel/UCjTbFNvG4smEkMsr35GuR_w,https://www.facebook.com/pages/Magnolia-Reporter/279321149481,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
malvern-online.com,Malvern Daily Record,AR,http://www.malvern-online.com,,https://www.youtube.com/channel/UCCuAUzIrbiC1MMITQT0TzHQ,https://www.facebook.com/themalverndailyrecord,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thetown-crier.com,Northeast Arkansas Town Crier,AR,http://www.thetown-crier.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
wcmla.net,Woodruff Co. Monitor Leader Advocate,AR,http://www.wcmla.net,,,https://www.facebook.com/pages/Woodruff-County-Monitor/150758148350244,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
themcgeheetimes.com,Times-News,AR,http://www.themcgeheetimes.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
menastar.com,Mena Star,AR,http://www.menastar.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
mymonticellonews.net,Advance Monticellonian,AR,http://mymonticellonews.net,myadvancenews,,https://www.facebook.com/pages/Advance-Monticellonian/221108175433,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
headlightnews.com,Petit Jean Country Headlight,AR,http://www.headlightnews.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
baxterbulletin.com,Baxter Bulletin,AR,http://www.baxterbulletin.com,BBnewsroom,https://www.youtube.com/channel/UChc7qLmVcLLGp21ItKxlzYQ,https://www.facebook.com/bulletin.newsroom,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
stonecountyleader.com,Stone County Leader,AR,http://stonecountyleader.com,StoneCoLeader,https://www.youtube.com/channel/UCmgaN2URHsVO5bDzdXVTZRQ,https://www.facebook.com/pages/Stone-County-Leader/201611740600,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
swarkansasnews.com,Nashville Leader,AR,http://swarkansasnews.com,NashLeader,,https://www.facebook.com/nashvilleleader,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
newportindependent.com,Newport Independent,AR,http://www.newportindependent.com,,,https://www.facebook.com/newportindependent,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
osceolatimes.com,Osceola Times,AR,http://www.osceolatimes.com,,,https://www.facebook.com/pages/The-Osceola-Times/129827420394117,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
ozarkspectator.net,Ozark Spectator,AR,http://ozarkspectator.net,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
paragoulddailypress.com,Paragould Daily Press,AR,http://www.paragoulddailypress.com,PDailyPress,,https://www.facebook.com/pages/Paragould-Daily-Press/230281143711159,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
paris-express.com,Paris Express,AR,http://paris-express.com,,,https://www.facebook.com/pages/Paris-Express/124601337637685,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
cctimesdemocrat.com,Clay County Times Democrat,AR,http://www.cctimesdemocrat.com,,http://www.youtube.com/channel/UC_d6SjLdNpL1KGEHP_fW7xg,https://www.facebook.com/pages/Clay-County-Times-Democrat/426992317374291,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
pbcommercial.com,Pine Bluff Commercial,AR,http://pbcommercial.com,pbcommercial,http://www.youtube.com/user/PBCommercial,https://www.facebook.com/pinebluffcommercial,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
starheraldnews.com,Pocahontas Star Herald,AR,http://starheraldnews.com,,,https://www.facebook.com/pages/Star-Herald-Publishing/141878765876090,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
clevelandcountyherald.com,Cleveland County Herald,AR,http://www.clevelandcountyherald.com,,,https://www.facebook.com/clevelandcountyherald,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
couriernews.com,Courier,AR,http://www.couriernews.com,rsvlcourier,http://www.youtube.com/user/russellvillecourier,https://www.facebook.com/courieronline,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thedailycitizen.com,Daily Citizen,AR,http://www.thedailycitizen.com,seadailycitizen,https://www.youtube.com/user/SeaDailyCitizen,https://www.facebook.com/dailycitizen,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thesheridanheadlight.com,Sheridan Headlight,AR,http://thesheridanheadlight.com,,,https://www.facebook.com/pages/The-Sheridan-Headlight/119121818113561,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
laprensanwa.com,La Prensa Libre,AR,http://www.laprensanwa.com,LaPrensaLibreAR,,https://www.facebook.com/laprensalibre,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
lafayettecountypress.com,Lafayette County Press,AR,http://www.lafayettecountypress.com,,,https://www.facebook.com/LCPress,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
